StartClass,StartSubclass,StartDecimal,StartCutterLetter,StartCutterNumber,EndClass,EndSubclass,EndDecimal,EndCutterLetter,EndCutterNumber,"Description"
KFM,1,,,,,599,,,,"Maine"
KFM,1201,,,,,1799,,,,"Maryland"
KFM,2401,,,,,2999,,,,"Massachusetts"
KFM,4201,,,,,4799,,,,"Michigan"
KFM,5401,,,,,5999,,,,"Minnesota"
KFM,6601,,,,,7199,,,,"Mississippi"
KFM,7801,,,,,8399,,,,"Missouri"
KFM,9001,,,,,9599,,,,"Montana"
KFN,1,,,,,599,,,,"Nebraska"
KFN,601,,,,,1199,,,,"Nevada"
KFN,1201,,,,,1799,,,,"New Hampshire"
KFN,1801,,,,,2399,,,,"New Jersey"
KFN,3601,,,,,4199,,,,"New Mexico"
KFN,5001,,,,,6199,,,,"New York"
KFN,7401,,,,,7999,,,,"North Carolina"
KFN,8601,,,,,9199,,,,"North Dakota"
KFO,1,,,,,599,,,,"Ohio"
KFO,1201,,,,,1799,,,,"Oklahoma"
KFO,2401,,,,,2999,,,,"Oregon"
KFP,1,,,,,599,,,,"Pennsylvania"
KFR,1,,,,,599,,,,"Rhode Island"
KFS,1801,,,,,2399,,,,"South Carolina"
KFS,3001,,,,,3599,,,,"South Dakota"
KFT,1,,,,,599,,,,"Tennessee"
KFT,1201,,,,,1799,,,,"Texas"
KFU,1,,,,,599,,,,"Utah"
KFV,1,,,,,599,,,,"Vermont"
KFV,2401,,,,,2999,,,,"Virginia"
KFW,1,,,,,599,,,,"Washington"
KFW,1201,,,,,1799,,,,"West Virginia"
KFW,2401,,,,,2999,,,,"Wisconsin"
KFW,4201,,,,,4799,,,,"Wyoming"
KFX,1,,,,,9999,,,,"Individual cities, A Z"
KFZ,1801,,,,,2399,,,,"Northwest Territory"
KFZ,8601,,,,,9199,,,,"Confederate States of America"
KG,1,,,,,999,,,,"Latin America (General)"
KG,3001,,,,,3999,,,,"Mexico and Central America (General)"
KGA,1,,,,,9000,,,,"Belize"
KGB,1,,,,,9000,,,,"Costa Rica"
KGC,1,,,,,9800,,,,"El Salvador"
KGD,1,,,,,9990,,,,"Guatemala"
KGE,1,,,,,9990,,,,"Honduras"
KGF,1,,,,,9900,,,,"Mexico"
KGG,1,,,,,9800,,,,"Nicaragua"
KGH,1,,,,,8000,,,,"Panama"
KGH,9001,,,,,9499,,,,"Panama Canal Zone West Indies. Caribbean area"
KGJ,1,,,,,999,,,,"General"
KGJ,7001,,,,,7499,,,,"Anguilla"
KGK,1,,,,,499,,,,"Antigua and Barbuda"
KGK,1001,,,,,1499,,,,"Aruba"
KGL,1,,,,,499,,,,"Bahamas"
KGL,1001,,,,,1499,,,,"Barbados"
KGL,2001,,,,,2499,,,,"Bonaire"
KGL,3001,,,,,3499,,,,"British Leeward Islands"
KGL,4001,,,,,4499,,,,"British Virgin Islands"
KGL,5001,,,,,5999,,,,"British West Indies"
KGL,6001,,,,,6499,,,,"British Windward Islands"
KGM,1,,,,,499,,,,"Cayman Islands"
KGN,1,,,,,9800,,,,"Cuba"
KGP,1,,,,,499,,,,"Curaçao"
KGP,2001,,,,,2499,,,,"Dominica"
KGQ,1,,,,,9800,,,,"Dominican Republic"
KGR,1,,,,,499,,,,"Dutch Leeward Islands (General)"
KGR,1001,,,,,1499,,,,"Dutch West Indies (Netherlands Antilles)"
KGR,2001,,,,,2499,,,,"Dutch Windward Islands (General)"
KGR,3001,,,,,3499,,,,"French West Indies (General)"
KGR,4001,,,,,4499,,,,"Grenada"
KGR,5001,,,,,5499,,,,"Guadeloupe"
KGS,1,,,,,9000,,,,"Haiti"
KGT,1,,,,,499,,,,"Jamaica"
KGT,1001,,,,,1499,,,,"Martinique"
KGT,2001,,,,,2499,,,,"Montserrat"
KGU,1,,,,,499,,,,"Navassa Islands"
KGV,1,,,,,8200,,,,"Puerto Rico"
KGW,1,,,,,499,,,,"Saba"
KGW,2001,,,,,2499,,,,"Saint Christopher (Saint Kitts), Nevis, and Anguilla"
KGW,3001,,,,,3499,,,,"Saint Lucia"
KGW,5001,,,,,5499,,,,"Saint Vincent and the Grenadines"
KGW,7001,,,,,7499,,,,"Sint Eustatius"
KGW,8001,,,,,8499,,,,"Sint Maarten"
KGX,1,,,,,499,,,,"Trinidad and Tobago"
KGY,1,,,,,499,,,,"Turks and Caicos Islands"
KGZ,1,,,,,499,,,,"Virgin Islands of the United States"
KH,1,,,,,999,,,,"South America (General)"
KHA,1,,,,,9800,,,,"Argentina"
KHC,1,,,,,8200,,,,"Bolivia"
KHD,1,,,,,9900,,,,"Brazil"
KHF,1,,,,,9800,,,,"Chile"
KHH,1,,,,,9900,,,,"Colombia"
KHK,1,,,,,9990,,,,"Ecuador"
KHL,1,,,,,9000,,,,"Falkland Islands"
KHM,1,,,,,9000,,,,"French Guiana"
KHN,1,,,,,9000,,,,"Guyana"
KHP,1,,,,,9700,,,,"Paraguay"
KHQ,1,,,,,9800,,,,"Peru"
KHS,1,,,,,9000,,,,"Surinam"
KHU,1,,,,,9800,,,,"Uruguay"
KHW,1,,,,,9900,,,,"Venezuela"
KJ,,,,,,,,,,"Europe"
KJ,2,,,,,1040,,,,"History of Law"
KJ,160,,,,,1040,,,,"Germanic law"
KJA,2,,,,,3660,,,,"Roman law"
KJC,2,,,,,9799,,,,"Regional comparative and uniform law"
KJE,5,,,,,7975,,,,"Regional organization and integration. Comparative law"
KJG,1,,,,,4999,,,,"Albania"
KJH,1,,,,,499,,,,"Andorra"
KJJ,1,,,,,4999,,,,"Austria"
KJK,1,,,,,4999,,,,"Belgium"
KJM,1,,,,,4999,,,,"Bulgaria"
KJN,1,,,,,499,,,,"Cyprus"
KJP,1,,,,,4999,,,,"Czechoslovakia"
KJR,1,,,,,4999,,,,"Denmark"
KJS,1,,,,,4985,,,,"Estonia"
KJT,1,,,,,4999,,,,"Finland France"
KJV,2,,,,,9158,,,,"National laws"
KJW,51,,,,,4360,,,,"Individual regions, provinces, departments, etc."
KJW,5201,,,,,9600,,,,"Individual cities Germany"
KK,2,,,,,9799,3,,,"Germany and West Germany"
KKA,7,,,,,9796,,,,"East Germany"
KKB,,,,,,,,,,"KKC, Individual states, provinces, and cities"
KKE,1,,,,,4999,,,,"Greece"
KKF,1,,,,,4999,,,,"Hungary"
KKG,1,,,,,499,,,,"Iceland"
KKH,1,,,,,4999,,,,"Italy"
KKI,1,,,,,4890,,,,"Latvia"
KKJ,1,,,,,499,,,,"Liechtenstein"
KKJ,501,,,,,9890,,,,"Lithuania"
KKK,1,,,,,499,,,,"Luxembourg"
KKK,1001,,,,,1499,,,,"Malta"
KKL,1,,,,,499,,,,"Monaco"
KKM,1,,,,,4999,,,,"Netherlands"
KKN,1,,,,,4999,,,,"Norway"
KKP,1,,,,,4999,,,,"Poland"
KKQ,1,,,,,4999,,,,"Portugal"
KKR,1,,,,,4999,,,,"Romania"
KKS,1,,,,,499,,,,"San Marino"
KKT,1,,,,,4999,,,,"Spain"
KKV,1,,,,,4999,,,,"Sweden"
KKW,1,,,,,4999,,,,"Switzerland"
KKX,1,,,,,4999,,,,"Turkey"
KKY,1,,,,,4999,,,,"Ukraine (1991)"
KKZ,1,,,,,4999,,,,"Yugoslavia"
KL,2,,,,,5915,,,,"History of law. The ancient orient"
KL,2,,,,,135,,,,"General"
KL,147,,,,,177,,,,"Ancient legal systems compared"
KL,190,,,,,420,,,,"Sources"
KL,700,,,,,2215,,,,"Mesopotamia. Assyro Babylonian law"
KL,1000,,,,,1299,,,,"Sumer"
KL,1600,,,,,1899,,,,"Assyria"
KL,2200,,,,,2499,,,,"Babylonia"
KL,2800,,,,,3099,,,,"Egypt"
KL,3500,,,,,3799,,,,"Elam"
KL,4110,,,,,4399,,,,"Greek law"
KL,4700,,,,,4999,,,,"Hittite law"
KL,5300,,,,,5599,,,,"Persia"
KL,5900,,,,,6199,,,,"Phoenicia Eurasia Turkey, see KKX"
KLA,1,,,,,9999,,,,"Russia. Soviet Union"
KLB,1,,,,,6499,,,,"Russia (Federation, 1992)"
KLD,1,,,,,490,,,,"Armenian S.S.R. (to 1991)"
KLE,1,,,,,490,,,,"Azerbaijan"
KLF,1,,,,,490,,,,"Belarus (Republic) Estonia, see KJS"
KLH,1,,,,,490,,,,"Georgia (Republic) Latvia, see KKI Lithuania, see KKJ"
KLM,1,,,,,490,,,,"Moldova"
KLN,1,,,,,489,,,,"Russian S.F.S.R. (to 1991)"
KLP,1,,,,,4989,,,,"Ukraine (1919 1991)"
KLP,9001,,,,,9499,,,,"Zakavkazskaia Sotsialisticheskaia Federativnaia Sovetskaia Respublika (to 1936)"
KLQ,1,,,,,499,,,,"Bukharskaia Narodnaia Sovetskaia Respublika (to 1924)"
KLR,1,,,,,490,,,,"Kazakhstan"
KLR,1001,,,,,1499,,,,"Khorezmskaia Sovetskaia Sotsialisticheskaia Respublika (to 1924)"
KLS,1,,,,,490,,,,"Kyrgyzstan"
KLT,1,,,,,490,,,,"Tadjikistan"
KLV,1,,,,,490,,,,"Turkmenistan"
KLW,1,,,,,490,,,,"Uzbekistan"
KM,1,,,,,999,,,,"General Middle East. Southwest Asia"
KMC,1,,,,,799,,,,"Regional comparative and uniform law"
KME,10,,,,,799,,,,"Regional organization and integration"
KMF,1,,,,,293,5,,,"Armenia (Republic)"
KMF,1001,,,,,1490,,,,"Bahrain"
KMG,1,,,,,489,,,,"Gaza"
KMH,1,,,,,4990,,,,"Iran"
KMJ,1,,,,,4990,,,,"Iraq"
KMK,1,,,,,4990,,,,"Israel"
KML,1,,,,,490,,,,"Jerusalem"
KMM,1,,,,,490,,,,"Jordan"
KMM,501,,,,,994,,,,"West Bank (Territory under Israeli occupation, 1967-)"
KMN,1,,,,,499,,,,"Kuwait"
KMP,1,,,,,490,,,,"Lebanon"
KMQ,1,,,,,490,,,,"Oman"
KMQ,1001,,,,,1499,,,,"Palestine (to 1948)"
KMS,1,,,,,490,,,,"Qatar"
KMT,1,,,,,4990,,,,"Saudi Arabia Southern Yemen, see KMY"
KMU,1,,,,,490,,,,"Syria"
KMV,1,,,,,9870,,,,"United Arab Emirates"
KMX,1001,,,,,1526,,,,"Yemen"
KMY,1,,,,,489,,,,"Yemen (People's Democratic Republic) (to 1990)"
KNC,1,,,,,999,,,,"Regional comparative and uniform law"
KNE,150,,,,,499,,,,"Regional organization and integration"
KNF,1,,,,,4990,,,,"Afghanistan"
KNG,1,,,,,4990,,,,"Bangladesh"
KNH,1,,,,,490,,,,"Bhutan"
KNK,1,,,,,490,,,,"Brunei"
KNL,1,,,,,4990,,,,"Burma"
KNM,1,,,,,4990,,,,"Cambodia"
KNN,1,,,,,9000,,,,"China"
KNP,1,,,,,599,,,,"China (Republic, 1949 ). Taiwan"
KNQ,1,,,,,9665,,,,"China (People's Republic, 1949 )"
KNR,1,,,,,489,,,,"Hong Kong"
KNS,1,,,,,4999,,,,"India"
KNT,,,,,,,,,,"KNU, States, cities, etc."
KNV,1,,,,,489,,,,"French Indochina"
KNW,1,,,,,4990,,,,"Indonesia"
KNX,1,,,,,4999,,,,"Japan"
KNY,10,,,,,220,,,,"Cities, etc."
KPA,1,,,,,4990,,,,"Korea. South Korea"
KPC,1,,,,,4990,,,,"Democratic People's Republic of Korea. North Korea"
KPE,1,,,,,4990,,,,"Laos"
KPF,1,,,,,489,,,,"Macao"
KPG,1,,,,,6999,,,,"Malaysia"
KPG,7001,,,,,9999,,,,"States of East and West Malaysia (1957) (Part 1)"
KPH,1,,,,,4990,,,,"States of East and West Malaysia (1957) (Part 2)"
KPH,5001,,,,,5490,,,,"Maldives"
KPJ,1,,,,,490,,,,"Mongolia"
KPK,1,,,,,490,,,,"Nepal"
KPL,1,,,,,4990,,,,"Pakistan"
KPM,1,,,,,4990,,,,"Philippines"
KPP,1,,,,,499,,,,"Singapore"
KPS,1,,,,,4990,,,,"Sri Lanka"
KPT,1,,,,,4990,,,,"Thailand"
KPV,1,,,,,8094,,,,"Vietnam"
KPW,1,,,,,489,,,,"Vietnam. South Vietnam"
KQ,2,,,,,197,,,,"History of law"
KQ,2010,,,,,9000,,,,"Law of indigenous peoples"
KQC,1,,,,,999,,,,"Regional comparative and uniform law"
KQE,10,,,,,1249,,,,"Regional organization and integration"
KQG,1,,,,,4990,,,,"Algeria"
KQH,1,,,,,4990,,,,"Angola"
KQJ,1,,,,,490,,,,"Benin"
KQK,1,,,,,490,,,,"Botswana"
KQM,1,,,,,499,,,,"British Central Africa Protectorate"
KQP,1,,,,,499,,,,"British Indian Ocean Territory"
KQP,1001,,,,,1499,,,,"British Somaliland"
KQT,1,,,,,490,,,,"Burkina Faso"
KQV,1,,,,,490,,,,"Burundi"
KQW,1,,,,,8020,,,,"Cameroon"
KQX,1,,,,,490,,,,"Cape Verde"
KRB,1,,,,,490,,,,"Central African Republic"
KRC,1,,,,,490,,,,"Chad"
KRE,1,,,,,490,,,,"Comoros"
KRG,1,,,,,490,,,,"Congo"
KRK,1,,,,,490,,,,"Djibouti"
KRL,1,,,,,499,,,,"East Africa Protectorate"
KRM,1,,,,,4990,,,,"Egypt"
KRN,1,,,,,499,,,,"Eritrea"
KRP,1,,,,,4990,,,,"Ethiopia"
KRR,1,,,,,499,,,,"French Equatorial Africa"
KRS,1,,,,,499,,,,"French West Africa"
KRU,1,,,,,490,,,,"Gabon"
KRV,1,,,,,489,,,,"Gambia"
KRW,1,,,,,499,,,,"German East Africa"
KRX,1,,,,,4990,,,,"Ghana"
KRY,1,,,,,499,,,,"Gibraltar"
KSA,1,,,,,490,,,,"Guinea"
KSC,1,,,,,490,,,,"Guinea Bissau"
KSE,1,,,,,490,,,,"Equatorial Guinea"
KSE,601,,,,,699,,,,"Ifni"
KSG,1,,,,,499,,,,"Italian East Africa"
KSG,1001,,,,,1499,,,,"Italian Somaliland"
KSH,1,,,,,4990,,,,"Ivory Coast"
KSK,1,,,,,4990,,,,"Kenya"
KSL,1,,,,,490,,,,"Lesotho"
KSN,1,,,,,490,,,,"Liberia"
KSP,1,,,,,4990,,,,"Libya"
KSR,1,,,,,490,,,,"Madagascar"
KSS,1,,,,,490,,,,"Malawi"
KST,1,,,,,490,,,,"Mali"
KSU,1,,,,,490,,,,"Mauritania"
KSV,1,,,,,490,,,,"Mauritius"
KSV,5001,,,,,5490,,,,"Mayotte"
KSW,1,,,,,4990,,,,"Morocco"
KSX,1,,,,,4990,,,,"Mozambique"
KSY,1,,,,,4990,,,,"Namibia"
KSZ,1,,,,,490,,,,"Niger"
KTA,1,,,,,9150,,,,"Nigeria"
KTC,1,,,,,499,,,,"Réunion"
KTD,1,,,,,490,,,,"Rwanda"
KTE,1,,,,,490,,,,"Saint Helena"
KTF,1,,,,,490,,,,"São Tomé and Principe"
KTG,1,,,,,4990,,,,"Senegal"
KTH,1,,,,,490,,,,"Seychelles"
KTJ,1,,,,,490,,,,"Sierra Leone"
KTK,1,,,,,490,,,,"Somalia"
KTL,1,,,,,9560,,,,"South Africa, Republic of"
KTN,1,,,,,499,,,,"Spanish West Africa (to 1958)"
KTN,601,,,,,699,,,,"Spanish Sahara (to 1975)"
KTQ,1,,,,,4990,,,,"Sudan"
KTR,1,,,,,490,,,,"Swaziland"
KTT,1,,,,,9910,,,,"Tanzania"
KTU,1,,,,,490,,,,"Togo"
KTV,1,,,,,4990,,,,"Tunisia"
KTW,1,,,,,490,,,,"Uganda"
KTX,1,,,,,4990,,,,"Zaire"
KTY,1,,,,,490,,,,"Zambia"
KTY,1501,,,,,1599,,,,"Zanzibar (to 1964)"
KTZ,1,,,,,490,,,,"Zimbabwe"
KU,1,,,,,4999,,,,"Australia"
KUA,,,,,,,,,,"KUH, States and territories External territories"
KUN,501,,,,,599,,,,"Norfolk Island"
KUN,3001,,,,,3050,,,,"Cities, communities, etc."
KUQ,1,,,,,4990,,,,"New Zealand"
KVB,1,,,,,999,,,,"Australia and New Zealand"
KVC,1,,,,,999,,,,"Other Pacific area jurisdictions"
KVE,200,,,,,349,,,,"Regional organization and integration"
KVH,1,,,,,490,,,,"American Samoa"
KVH,1001,,,,,1499,,,,"British New Guinea (Territory of Papua)"
KVL,1,,,,,489,,,,"Cook Islands"
KVM,1,,,,,489,,,,"Easter Island"
KVN,1,,,,,490,,,,"Fiji"
KVP,1,,,,,100,,,,"French Polynesia"
KVP,1001,,,,,1099,,,,"German New Guinea (to 1914)"
KVQ,1,,,,,490,,,,"Guam"
KVR,1,,,,,490,,,,"Kiribati"
KVS,1,,,,,490,,,,"Marshall Islands"
KVS,501,,,,,990,,,,"Micronesia (Federated States)"
KVS,2501,,,,,2999,,,,"Midway Islands"
KVU,1,,,,,499,,,,"Nauru"
KVU,1001,,,,,1099,,,,"Netherlands New Guinea (to 1963)"
KVW,1,,,,,490,,,,"New Caledonia"
KWA,1,,,,,489,,,,"Niue"
KWC,1,,,,,490,,,,"Northern Mariana Islands"
KWE,1,,,,,499,,,,"Pacific Islands (Trust Territory)"
KWG,1,,,,,490,,,,"Palau"
KWH,1,,,,,490,,,,"Papua New Guinea"
KWL,1,,,,,499,,,,"Pitcairn Island"
KWL,2001,,,,,2490,,,,"Solomon Islands"
KWP,1,,,,,490,,,,"Tonga"
KWQ,1,,,,,490,,,,"Tuvalu"
KWR,1,,,,,490,,,,"Vanuatu"
KWT,1,,,,,489,,,,"Wake Island"
KWT,2001,,,,,2490,,,,"Wallis and Futuna Islands"
KWW,1,,,,,490,,,,"Western Samoa"
KWX,,,,,,,,,,"Antarctica"
KZ,2,,,,,6795,,,,"Law of nations"
KZ,2,,,,,5,5,,,"Bibliography"
KZ,24,,,,,38,,,,"Societies, etc."
KZ,27,,,,,37,,,,"National"
KZ,60,,,,,62,5,,,"Intergovernmental congresses and conferences"
KZ,63,,,,,1152,,,,"Sources. Fontes juris gentium"
KZ,118,,,,,194,,,,"Treaties and other international agreements"
KZ,119,,,,,165,,,,"To 1920"
KZ,170,,,,,173,,,,"1920"
KZ,176,,,,,182,5,,,"Boundary treaties"
KZ,183,,,,,183,5,,,"Treaties of arbitration, investigation, etc."
KZ,184,,,,,194,,,,"Peace treaties"
KZ,199,,,,,218,,,,"Judicial decisions and arbitral awards. Law reports"
KZ,221,,,,,1152,,,,"By region or country"
KZ,1165,,,,,1208,,,,"Trials"
KZ,1168,,,,,1208,,,,"War crime trials"
KZ,1234,,,,,1236,,,,"Legal research. Legal bibliography"
KZ,1249,,,,,1252,,,,"International law and other disciplines"
KZ,1255,,,,,1273,,,,"Theory and principles"
KZ,1267,,,,,1273,,,,"Domain of the law of nations"
KZ,1284,,,,,1285,5,,,"Methodology"
KZ,1287,,,,,1296,,,,"Codification of the law of nations"
KZ,1298,,,,,1304,,,,"The law of treaties. System of treaty law"
KZ,1319,,,,,1327,,,,"International legal regimes"
KZ,1329,,,,,3085,,,,"Early/Medieval development to ca. 1900. Ius Naturae et Gentium"
KZ,1330,,,,,1339,,,,"Peace of Westphalia to the French Revolution (1648 1789)"
KZ,1345,,,,,1369,,,,"French Revolution to the American Civil War (1789 1861)"
KZ,1373,,,,,1387,2,,,"American Civil War to the First Conference of the Hague (1861 1899)"
KZ,2064,,,,,3085,,,,"Publicists. Writers on public international law"
KZ,3092,,,,,3405,,,,"20th century"
KZ,3110,,,,,3405,,,,"Publicists. Writers on public international law"
KZ,3410,,,,,,,,,"21st century"
KZ,3670,,,,,3881,,,,"Objects of the law of nations. Territory and its different parts"
KZ,3900,,,,,5490,,,,"The international legal community and members"
KZ,3910,,,,,5490,,,,"Subjects of the law of nations"
KZ,4002,,,,,4080,,,,"The state"
KZ,4110,,,,,,,,,"By region"
KZ,4112,,,,,4820,,,,"By state"
KZ,4850,,,,,5490,,,,"Intergovernmental organizations. IGOs"
KZ,4853,,,,,4934,,,,"The League of Nations"
KZ,4935,,,,,5275,,,,"The United Nations"
KZ,5330,,,,,5490,,,,"Regional organizations"
KZ,5510,,,,,6299,,,,"International law of peace and peace enforcement"
KZ,5586,,,,,5893,,,,"The system of collective security"
KZ,5615,,,,,5893,,,,"Arms control and disarmament regimes"
KZ,5637,,,,,5645,,,,"Conventional arms control"
KZ,5647,,,,,5686,,,,"Nuclear (Strategic) arms limitation"
KZ,5687,,,,,5788,5,,,"Nuclear weapon free zones and zones of peace"
KZ,5834,,,,,5865,,,,"Other weapons of mass destruction"
KZ,5870,,,,,5893,,,,"Mutual and balanced reduction of armed forces"
KZ,5900,,,,,5967,,,,"Military pact systems for collective self defense"
KZ,6009,,,,,6299,,,,"Pacific settlement of international disputes and conflict resolution"
KZ,6115,,,,,6299,,,,"Arbitration and adjudication"
KZ,6350,,,,,6785,,,,"Enforced settlement of international disputes"
KZ,6360,,,,,6373,,,,"Non military coercion"
KZ,6374,,,,,6377,,,,"Threat of force"
KZ,6378,,,,,6795,,,,"Law of war and neutrality. Jus belli"
KZ,6427,,,,,6437,,,,"Warfare on land"
KZ,6440,,,,,6530,,,,"Humanitarian law"
KZ,6540,,,,,6660,,,,"Warfare on sea"
KZ,6665,,,,,6714,,,,"Air warfare"
KZ,6730,,,,,6785,,,,"The end of war. Armistice. Surrender. Postliminy"
KZA,1002,,,,,4205,,,,"Law of the sea"
KZA,1040,,,,,1065,,,,"Intergovernmental congresses and conferences"
KZA,1118,,,,,1122,,,,"Treaties and other international agreements"
KZA,1340,,,,,1417,,,,"Concepts and principles"
KZA,1340,,,,,,,,,"Mare clausum doctrine"
KZA,1348,,,,,1405,,,,"Mare liberum doctrine"
KZA,1430,,,,,1690,,,,"Maritime boundaries"
KZA,1630,,,,,1664,,,,"Continental shelf"
KZA,3481,,,,,3900,,,,"Marine resources conservation and development"
KZA,3891,,,,,3900,,,,"High seas fisheries and fisheries regimes"
KZA,4130,,,,,4205,,,,"Public order of the oceans"
KZD,1002,,,,,6715,,,,"Space law. Law of outer space"
KZD,1040,,,,,1065,,,,"Intergovernmental congresses and conferences"
KZD,1118,,,,,1122,,,,"Treaties and other international agreements"
KZD,1340,,,,,1400,,,,"Concepts and principles. Theory"
KZD,1390,,,,,1400,,,,"Regulated use theory"
KZD,1410,,,,,,,,,"The source of the law of space"
KZD,1420,,,,,1455,,,,"Boundaries"
KZD,3489,,,,,4406,,,,"Peaceful uses of outer space"
KZD,3489,5,,,,3608,,,,"Space resources"
KZD,4030,,,,,4326,,,,"Public order in space and outer space"
KZD,4080,,,,,4210,,,,"Space flight"
KZD,4301,,,,,4310,,,,"Space communication"
KZD,4320,2,,,,4326,,,,"Rescue operations in outer space"
KZD,4440,,,,,4406,,,,"Liability for accidents"
KZD,5614,,,,,6715,,,,"Un peaceful uses of outer space"
KZD,5620,,,,,5622,2,,,"Treaties and other international agreements"
KZD,5648,,,,,5680,2,,,"Disarmament and demilitarization regimes in outer space"
L,7,,,,,991,,,,"Education (General)"
L,7,,,,,97,,,,"Periodicals. Societies"
L,101,,,,,,,,,"Yearbooks"
L,107,,,,,,,,,"Congresses"
L,111,,,,,791,,,,"Official documents, reports, etc."
L,797,,,,,898,,,,"Educational exhibitions and museums"
L,899,,,,,,,,,"School fairs"
L,900,,,,,991,,,,"Directories of educational institutions"
LA,5,,,,,2396,,,,"History of education"
LA,5,,,,,25,,,,"General"
LA,31,,,,,135,,,,"By period"
LA,173,,,,,186,,,,"Higher education"
LA,201,,,,,398,,,,"United States"
LA,410,,,,,2284,,,,"Other regions or countries"
LA,2301,,,,,2396,,,,"Biography"
LB,5,,,,,3640,,,,"Theory and practice of education"
LB,5,,,,,45,,,,"General"
LB,51,,,,,885,,,,"Systems of individual educators and writers"
LB,1025,,,,,1050,75,,,"Teaching (Principles and practice)"
LB,1049,9,,,,1050,75,,,"Reading (General)"
LB,1050,9,,,,1091,,,,"Educational psychology"
LB,1101,,,,,1139,,,,"Child study"
LB,1139,2,,,,1139,5,,,"Early childhood education"
LB,1140,,,,,1140,5,,,"Preschool education. Nursery schools"
LB,1141,,,,,1489,,,,"Kindergarten"
LB,1501,,,,,1547,,,,"Primary education"
LB,1555,,,,,1602,,,,"Elementary or public school education"
LB,1603,,,,,1696,6,,,"Secondary education. High schools"
LB,1705,,,,,2286,,,,"Education and training of teachers and administrators"
LB,1771,,,,,1773,,,,"Certification of teachers"
LB,1775,,,,,1785,,,,"Professional aspects of teaching and school administrators. Vocational guidance"
LB,1805,,,,,2151,,,,"State teachers colleges"
LB,1811,,,,,1987,,,,"United States"
LB,1991,,,,,2151,,,,"Other regions or countries"
LB,2165,,,,,2278,,,,"Teacher training in universities and colleges"
LB,2300,,,,,2430,,,,"Higher education"
LB,2326,4,,,,2330,,,,"Institutions of higher education"
LB,2331,7,,,,2335,8,,,"Teaching personnel"
LB,2335,86,,,,2335,885,,,"Trade unions"
LB,2335,95,,,,2337,,,,"Endowments, trusts, etc."
LB,2337,2,,,,2340,8,,,"Student financial aid"
LB,2341,,,,,2341,95,,,"Supervision and administration. Business management"
LB,2351,,,,,2359,,,,"Admissions and entrance requirements"
LB,2361,,,,,2365,,,,"Curriculum"
LB,2366,,,,,2367,75,,,"College examinations"
LB,2371,,,,,2372,,,,"Graduate education"
LB,2381,,,,,2391,,,,"Academic degrees"
LB,2799,,,,,2799,3,,,"Educational consultants and consulting"
LB,2801,,,,,3095,,,,"School administration and organization"
LB,2831,6,,,,2831,99,,,"Administrative personnel"
LB,2832,,,,,2844,1,,,"Teaching personnel"
LB,2844,52,,,,2844,63,,,"Trade unions"
LB,3011,,,,,3095,,,,"School management and discipline"
LB,3045,,,,,3048,,,,"Textbooks"
LB,3050,,,,,3060,87,,,"Educational tests, measurements, evaluations and examinations"
LB,3201,,,,,3325,,,,"School architecture and equipment. School physical facilities. Campus planning"
LB,3401,,,,,3495,,,,"School hygiene. School health services"
LB,3497,,,,,3499,,,,"Hygiene in universities and colleges"
LB,3525,,,,,3575,,,,"Special days"
LB,3602,,,,,3640,,,,"School life. Student manners and customs"
LC,8,,,,,6691,,,,"Special aspects of education"
LC,8,,,,,59,,,,"Forms of education"
LC,8,,,,,,,,,"General works"
LC,15,,,,,,,,,"Conversation and culture"
LC,25,,,,,33,,,,"Self-education. Self-culture"
LC,37,,,,,44,3,,,"Home education"
LC,45,,,,,45,8,,,"Nonformal education"
LC,47,,,,,58,7,,,"Private school education"
LC,58,,,,,58,7,,,"Preparatory schools. Preparatory school education"
LC,59,,,,,,,,,"Public school education"
LC,65,,,,,245,,,,"Social aspects of education"
